id,course_name,category,description,price,level,status
1074,CMA Foundation Business Mathematics & Statistics: In-Depth Series,CMA,"Comprehensive training program focusing on cma foundation business mathematics & statistics with practical focus on in-depth series, case studies, and hands-on exercises.",6999,Beginner,Active
1075,Certified Information Systems Auditor (CISA) - Hands-on Workshop,Certification,"Comprehensive training program focusing on certified information systems auditor (cisa) with practical focus on hands-on workshop, case studies, and hands-on exercises.",7999,Intermediate,Active
1076,Specialization: Data Visualization with Matplotlib & Seaborn,Data Science,"Comprehensive training program focusing on data visualization with matplotlib & seaborn with practical focus on specialization, case studies, and hands-on exercises.",7499,Intermediate,Inactive
1077,Fundamentals: Growth Hacking & Viral Loop Engineering,Marketing,"Comprehensive training program focusing on growth hacking & viral loop engineering with practical focus on fundamentals, case studies, and hands-on exercises.",3499,Beginner,Active
1078,Zero to Hero: Tally Prime with GST & Inventory Management,Accounting,"Comprehensive training program focusing on tally prime with gst & inventory management with practical focus on zero to hero, case studies, and hands-on exercises.",2999,Beginner,Active
1079,Strategy & Implementation: Brand Management & Positioning Strategy,Marketing,"Comprehensive training program focusing on brand management & positioning strategy with practical focus on strategy & implementation, case studies, and hands-on exercises.",4999,Intermediate,Active
1080,Frameworks & Best Practices: CMA Intermediate Cost & Management Accounting and Financial Mgmt,CMA,"Comprehensive training program focusing on cma intermediate cost & management accounting and financial mgmt with practical focus on frameworks & best practices, case studies, and hands-on exercises.",9999,Intermediate,Active
1081,Retail Banking Operations & Customer KYC - Zero to Hero,Banking,"Comprehensive training program focusing on retail banking operations & customer kyc with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
1082,Forex Dealing Room Operations: Zero to Hero,Banking,"Comprehensive training program focusing on forex dealing room operations with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
1083,Java Spring Boot Enterprise Architecture - Comprehensive Guide,Technology,"Comprehensive training program focusing on java spring boot enterprise architecture with practical focus on comprehensive guide, case studies, and hands-on exercises.",7999,Advanced,Active
1084,Zero Trust Architecture Implementation - Mastery,Cybersecurity,"Comprehensive training program focusing on zero trust architecture implementation with practical focus on mastery, case studies, and hands-on exercises.",9499,Advanced,Inactive
1085,Distributed Systems & Message Queues (Kafka/RabbitMQ): Strategy & Implementation,Technology,"Comprehensive training program focusing on distributed systems & message queues (kafka/rabbitmq) with practical focus on strategy & implementation, case studies, and hands-on exercises.",5999,Intermediate,Active
1086,Applied Statistics & Hypothesis Testing - In-Depth Series,Data Science,"Comprehensive training program focusing on applied statistics & hypothesis testing with practical focus on in-depth series, case studies, and hands-on exercises.",7499,Intermediate,Active
1087,Certification Prep: CS Professional Corporate Restructuring & Insolvency,CS,"Comprehensive training program focusing on cs professional corporate restructuring & insolvency with practical focus on certification prep, case studies, and hands-on exercises.",13499,Advanced,Active
1088,Corporate Tax Assessment & Scrutiny Appeals - Zero to Hero,Taxation,"Comprehensive training program focusing on corporate tax assessment & scrutiny appeals with practical focus on zero to hero, case studies, and hands-on exercises.",3999,Beginner,Active
1089,Specialization: Certified Internal Auditor (CIA) Comprehensive,Certification,"Comprehensive training program focusing on certified internal auditor (cia) comprehensive with practical focus on specialization, case studies, and hands-on exercises.",7999,Intermediate,Active
1090,Microsoft Azure Solutions Architect (AZ-305) - Fundamentals,Cloud Computing,"Comprehensive training program focusing on microsoft azure solutions architect (az-305) with practical focus on fundamentals, case studies, and hands-on exercises.",4999,Beginner,Active
1091,Credit Risk Analysis & Underwriting - Executive Training,Finance,"Comprehensive training program focusing on credit risk analysis & underwriting with practical focus on executive training, case studies, and hands-on exercises.",6999,Intermediate,Active
1092,Forensic Accounting for CA Practice: Advanced Practice,CA,"Comprehensive training program focusing on forensic accounting for ca practice with practical focus on advanced practice, case studies, and hands-on exercises.",14999,Advanced,Active
1093,Comprehensive Guide: Certified Information Systems Auditor (CISA),Certification,"Comprehensive training program focusing on certified information systems auditor (cisa) with practical focus on comprehensive guide, case studies, and hands-on exercises.",7999,Intermediate,Active
1094,CS Professional Multidisciplinary Case Studies - Crash Course,CS,"Comprehensive training program focusing on cs professional multidisciplinary case studies with practical focus on crash course, case studies, and hands-on exercises.",13499,Advanced,Active
1095,Certified Information Security Manager (CISM) - Real-World Projects,Certification,"Comprehensive training program focusing on certified information security manager (cism) with practical focus on real-world projects, case studies, and hands-on exercises.",7999,Intermediate,Active
1096,CMA Intermediate Operations Mgmt & Strategic Mgmt: Advanced Practice,CMA,"Comprehensive training program focusing on cma intermediate operations mgmt & strategic mgmt with practical focus on advanced practice, case studies, and hands-on exercises.",13499,Advanced,Active
1097,Hands-on Workshop: Performance Marketing & Paid Ads on Meta & Google,Marketing,"Comprehensive training program focusing on performance marketing & paid ads on meta & google with practical focus on hands-on workshop, case studies, and hands-on exercises.",4999,Intermediate,Active
1098,CMA Foundation Fundamentals of Laws & Ethics: Strategy & Implementation,CMA,"Comprehensive training program focusing on cma foundation fundamentals of laws & ethics with practical focus on strategy & implementation, case studies, and hands-on exercises.",6999,Beginner,Active
1099,Retail Banking Operations & Customer KYC - Practical Applications,Banking,"Comprehensive training program focusing on retail banking operations & customer kyc with practical focus on practical applications, case studies, and hands-on exercises.",5999,Intermediate,Active
